company_name,event_type,Title,Link,Published,Summary,Date_Appended
Bass Pro Shops,Opening,Huge sporting goods store coming to San Diego County with plans to hire 150 - San Diego Union-Tribune,https://www.sandiegouniontribune.com/2026/07/02/huge-outdoor-store-coming-to-san-diego-county-with-plans-to-hire-150/,2026-07-02 19:35:54+00:00,Huge sporting goods store coming to San Diego County with plans to hire 150 San Diego Union-Tribune,2026-07-04
IKEA,Closing,IKEA closes mini store at the Domain - statesman.com,https://www.statesman.com/business/article/ikea-domain-austin-closing-22330701.php,2026-07-02 19:32:47+00:00,IKEA closes mini store at the Domain statesman.com,2026-07-04
Ihop,Closing,IHOP is closing in Bloomington; new barbecue spot expected to fill the space - The Pantagraph,https://pantagraph.com/news/local/business/article_2d2b1bc8-3f54-4769-996b-d337f9a268bf.html,2026-07-02 19:15:00+00:00,IHOP is closing in Bloomington; new barbecue spot expected to fill the space The Pantagraph,2026-07-04
Wally's,Opening,Wally’s supersize gas station making final steps before breaking ground near KC - Kansas City Star,https://amp.kansascity.com/news/local/jackson-county/article316363618.html,2026-07-02 19:07:37+00:00,Wally’s supersize gas station making final steps before breaking ground near KC Kansas City Star,2026-07-04
Tractor Supply Co.,Opening,"Royal Credit Union, Tractor Supply Co. Add To Chippewa Crossing Growth - Volume One",https://volumeone.org/articles/2026/07/02/394656-royal-credit-union-tractor-supply-co-add-to-chippewa-crossing-growth,2026-07-02 18:49:00+00:00,"Royal Credit Union, Tractor Supply Co. Add To Chippewa Crossing Growth Volume One",2026-07-04
Woof Gang Bakery & Grooming,Opening,Woof Gang Bakery Attracts New Investor Amid Franchise Growth Push - franchisetimes.com,https://www.franchisetimes.com/franchise_news/woof-gang-bakery-attracts-new-investor-amid-franchise-growth-push/article_f3f003b6-b1c5-40b9-98dc-8ca69d4c63da.html,2026-07-02 18:30:00+00:00,Woof Gang Bakery Attracts New Investor Amid Franchise Growth Push franchisetimes.com,2026-07-04
The Home Depot,Opening,Will Grantville’s Home Depot stay open? - Times of San Diego,https://timesofsandiego.com/newsletter/will-grantvilles-home-depot-stay-open/,2026-07-02 18:00:00+00:00,Will Grantville’s Home Depot stay open? Times of San Diego,2026-07-04
Long John Silver's,Opening,Long John Silver’s announces new Lufkin location opening in 2027 - AOL.com,https://www.aol.com/articles/long-john-silver-announces-lufkin-005236000.html,2026-07-02 17:50:05+00:00,Long John Silver’s announces new Lufkin location opening in 2027 AOL.com,2026-07-04
Boot Barn,Opening,Lakeway to break ground on Butler Rough Hollow Park | Lake Travis - Westlake - Community Impact,https://communityimpact.com/lake-travis-westlake/development/lakeway-to-break-ground-on-butler-rough-hollow-park,2026-07-02 17:49:55+00:00,Lakeway to break ground on Butler Rough Hollow Park | Lake Travis - Westlake Community Impact,2026-07-04
McDonald's,Opening,"North Las Vegas McDonald’s opens, donates $7K to Ronald McDonald House - FOX5 Vegas",https://www.fox5vegas.com/2026/07/02/north-las-vegas-mcdonalds-opens-donates-7k-ronald-mcdonald-house/,2026-07-02 17:49:00+00:00,"North Las Vegas McDonald’s opens, donates $7K to Ronald McDonald House FOX5 Vegas",2026-07-04
Stir,Closing,Street closures stir backlash ahead of rumored Swift–Kelce wedding - MSN,https://www.msn.com/en-us/entertainment/news/street-closures-stir-backlash-ahead-of-rumored-swift-kelce-wedding/ss-AA26XQd3?cvid=6a0e3e0959c74dbcba6ae04bec5ad233&ocid=Huawei,2026-07-02 17:46:38+00:00,Street closures stir backlash ahead of rumored Swift–Kelce wedding MSN,2026-07-04
Bass Pro Shops,Opening,Bass Pro Shops Announces New La Mesa Store at Grossmont Center - WhatNow,https://whatnow.com/san-diego/retail/bass-pro-shops-announces-new-la-mesa-store-at-grossmont-center/,2026-07-02 17:32:52+00:00,Bass Pro Shops Announces New La Mesa Store at Grossmont Center WhatNow,2026-07-04
Bass Pro Shops,Opening,"A Massive 148,000-Square-Foot Bass Pro Shops Is Coming to San Diego County - edhat",https://www.edhat.com/beyond-local/news/bass-pro-shops-to-open-first-san-diego-county-store-at-grossmont-center/,2026-07-02 17:28:27+00:00,"A Massive 148,000-Square-Foot Bass Pro Shops Is Coming to San Diego County edhat",2026-07-04
Levi Strauss & Co.,Closing,Levi’s distribution center in NKY closing. More than 300 to lose jobs - Yahoo Finance,https://finance.yahoo.com/markets/stocks/articles/levi-distribution-center-nky-closing-172812468.html,2026-07-02 17:28:12+00:00,Levi’s distribution center in NKY closing. More than 300 to lose jobs Yahoo Finance,2026-07-04
Disney Store,Opening,New Vans Store Now Open at Disney Springs in Walt Disney World - WDWMagic,https://www.wdwmagic.com/shopping/vans/news/02jul2026-new-vans-store-now-open-at-disney-springs-in-walt-disney-world.htm,2026-07-02 17:26:00+00:00,New Vans Store Now Open at Disney Springs in Walt Disney World WDWMagic,2026-07-04
Tropical Smoothie Cafe,Closing,"Wichita's June restaurant roundup: openings, closings and changes. Here's what to know - Wichita Eagle",https://www.kansas.com/entertainment/restaurants/dining-with-denise-neil/article316351185.html,2026-07-02 17:15:42+00:00,"Wichita's June restaurant roundup: openings, closings and changes. Here's what to know Wichita Eagle",2026-07-04
Tropical Smoothie Café,Closing,"Wichita's June restaurant roundup: openings, closings and changes. Here's what to know - Wichita Eagle",https://www.kansas.com/entertainment/restaurants/dining-with-denise-neil/article316351185.html,2026-07-02 17:15:42+00:00,"Wichita's June restaurant roundup: openings, closings and changes. Here's what to know Wichita Eagle",2026-07-04
IKEA,Closing,IKEA closing small-format store at the Domain in Austin - KVUE,https://www.kvue.com/article/money/business/ikea-austin-texas-domain-location-closing/269-16b1f992-4cae-4062-8e63-966689320b89,2026-07-02 16:38:00+00:00,IKEA closing small-format store at the Domain in Austin KVUE,2026-07-04
Advance America,Closing,NOAA announces regional priorities to advance America-first seafood strategy - NOAA (.gov),https://www.noaa.gov/news-release/noaa-announces-regional-priorities-to-advance-america-first-seafood-strategy,2026-07-02 16:37:11+00:00,NOAA announces regional priorities to advance America-first seafood strategy NOAA (.gov),2026-07-04
Swig,Closing,KOSPI 200 closing price list-1 - MSN,https://www.msn.com/en-us/news/world/kospi-200-closing-price-list-1/ar-AA26M0ES?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-07-02 16:31:40+00:00,KOSPI 200 closing price list-1 MSN,2026-07-04
Jersey Mike's Subs,Closing,Jersey Mike's in Salinas participating in 'Day of Giving' to support Special Olympics - MSN,https://www.msn.com/en-us/sports/other/jersey-mikes-in-salinas-participating-in-day-of-giving-to-support-special-olympics/ar-AA1Zpm37?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-07-02 16:29:58+00:00,Jersey Mike's in Salinas participating in 'Day of Giving' to support Special Olympics MSN,2026-07-04
Jersey Mike's,Opening,Jersey Mike’s Subs to open Burlington restaurant as Redberry continues Canadian expansion - retail-insider.com,https://retail-insider.com/retail-insider/2026/07/jersey-mikes-subs-to-open-burlington-restaurant-as-redberry-continues-canadian-expansion/,2026-07-02 16:21:22+00:00,Jersey Mike’s Subs to open Burlington restaurant as Redberry continues Canadian expansion retail-insider.com,2026-07-04
Pizza Hut,Closing,Major pizza chain bought in $2.7B deal months after announcing 250 store closures - MassLive,https://www.masslive.com/news/2026/07/major-pizza-chain-bought-in-27b-deal-months-after-announcing-250-store-closures.html,2026-07-02 16:04:00+00:00,Major pizza chain bought in $2.7B deal months after announcing 250 store closures MassLive,2026-07-04
Dino Polska,Opening,Dino Polska S.A. growth story and market context - Ad-hoc-news.de,https://www.ad-hoc-news.de/boerse/news/ueberblick/dino-polska-s-a-growth-story-and-market-context/69674648,2026-07-02 15:57:45+00:00,Dino Polska S.A. growth story and market context Ad-hoc-news.de,2026-07-04
Jack in the Box,Closing,These Restaurant Chains Could Be Headed for More Closures in the Near Future - Cheapism,https://www.cheapism.com/these-restaurant-chains-could-be-headed-for-more-closures-in-the-near-future/,2026-07-02 15:51:00+00:00,These Restaurant Chains Could Be Headed for More Closures in the Near Future Cheapism,2026-07-04
Buffalo Wild Wings,Opening,Buffalo Wild Wings bringing 20th NJ restaurant to Piscataway - NJBIZ,https://njbiz.com/buffalo-wild-wings-20th-nj-restaurant-piscataway/,2026-07-02 15:49:09+00:00,Buffalo Wild Wings bringing 20th NJ restaurant to Piscataway NJBIZ,2026-07-04
UGG,Closing,"Beloved mall staple is heading to 7,000 stores after closing 500+ locations - MassLive",https://www.masslive.com/news/2026/07/beloved-mall-staple-is-heading-to-7000-stores-after-closing-500-locations.html,2026-07-02 15:48:00+00:00,"Beloved mall staple is heading to 7,000 stores after closing 500+ locations MassLive",2026-07-04
Bass Pro Shops,Opening,Bass Pro expanding footprint in California - Springfield Business Journal,"http://sbj.net/stories/bass-pro-expanding-footprint-in-california,104837",2026-07-02 15:41:29+00:00,Bass Pro expanding footprint in California Springfield Business Journal,2026-07-04
Five Guys,Closing,Burger chain Five Guys closing this month at Oak Park Mall - Johnson County Post,https://johnsoncountypost.com/2026/07/02/five-guys-closing-oak-park-mall-290129/,2026-07-02 15:00:48+00:00,Burger chain Five Guys closing this month at Oak Park Mall Johnson County Post,2026-07-04
Star Market,Opening,Shanghai offers warmer welcome to China startups - Breakingviews,https://www.breakingviews.com/columns/considered-view/shanghai-offers-warmer-welcome-china-startups-2026-07-02/,2026-07-02 14:27:20+00:00,Shanghai offers warmer welcome to China startups Breakingviews,2026-07-04
Market of Choice,Opening,Oregon State Credit Union to open in Cedar Mill - The Business Journals,https://www.bizjournals.com/portland/news/2026/07/02/cedar-mill-credit-union.html,2026-07-02 14:24:00+00:00,Oregon State Credit Union to open in Cedar Mill The Business Journals,2026-07-04
Einstein Bros Bagels,Opening,"National bagel chain plans hundreds of new locations, remodeling in growth push - The Business Journals",https://www.bizjournals.com/denver/news/2026/07/02/einstein-bros-bagels-denver-expansion-300-remodel.html,2026-07-02 14:22:00+00:00,"National bagel chain plans hundreds of new locations, remodeling in growth push The Business Journals",2026-07-04
Terrible Herbst,Closing,Terrible Herbst takeover of Primm casino properties gets green light from Nevada gaming regulators - ktnv.com,https://www.ktnv.com/news/terrible-herbst-takeover-of-primm-casino-properties-gets-green-light-from-nevada-gaming-regulators,2026-07-02 14:07:37+00:00,Terrible Herbst takeover of Primm casino properties gets green light from Nevada gaming regulators ktnv.com,2026-07-04
Royal Farms,Opening,Royal Farms Expands Virginia Presence with New Chester Location - GlobeNewswire,https://www.globenewswire.com/news-release/2026/07/02/3321389/0/en/royal-farms-expands-virginia-presence-with-new-chester-location.html,2026-07-02 14:00:00+00:00,Royal Farms Expands Virginia Presence with New Chester Location GlobeNewswire,2026-07-04
Hooters,Closing,Hooters Closing Every Location In New York State - Hudson Valley Post,https://hudsonvalleypost.com/hooters-closes-final-restaurant-in-the-empire-state/,2026-07-02 13:25:27+00:00,Hooters Closing Every Location In New York State Hudson Valley Post,2026-07-04
Studio Movie Grill,Opening,EoS Fitness opens 19th gym in Texas in former Studio Movie Grill | Tomball - Magnolia - Community Impact,https://communityimpact.com/tomball-magnolia/business/eos-fitness-opens-19th-gym-in-texas-in-former-studio-movie-grill,2026-07-02 13:21:48+00:00,EoS Fitness opens 19th gym in Texas in former Studio Movie Grill | Tomball - Magnolia Community Impact,2026-07-04
Speedway,Opening,Preview: Round 2 of the 2026 In-Season Challenge at Chicagoland Speedway - NASCAR.com,https://www.nascar.com/news-media/2026/07/02/preview-round-2-of-the-2026-in-season-challenge-at-chicagoland-speedway/,2026-07-02 13:00:22+00:00,Preview: Round 2 of the 2026 In-Season Challenge at Chicagoland Speedway NASCAR.com,2026-07-04
Blo Blow Dry Bar,Opening,Fabletics offers free mask promotion July 16-19 after opening in Southlake - Community Impact,https://communityimpact.com/grapevine-colleyville-southlake/impacts/fabletics-offers-free-mask-promotion-july-16-19-after-opening-in-southlake/,2026-07-02 12:50:57+00:00,Fabletics offers free mask promotion July 16-19 after opening in Southlake Community Impact,2026-07-04
Gap,Closing,"Tinubu committed to closing Niger Delta Education gap, says Otuaro - Vanguard News",https://www.vanguardngr.com/2026/07/tinubu-committed-to-closing-niger-delta-education-gap-says-otuaro/,2026-07-02 12:47:03+00:00,"Tinubu committed to closing Niger Delta Education gap, says Otuaro Vanguard News",2026-07-04
Gap,Closing,Brookings: Closing The Black Business Ownership Gap Could Create 6.3M Jobs And $824B in Revenue - Black Enterprise,https://www.blackenterprise.com/brookings-black-business-ownership-jobs/,2026-07-02 11:18:58+00:00,Brookings: Closing The Black Business Ownership Gap Could Create 6.3M Jobs And $824B in Revenue Black Enterprise,2026-07-04
Swig,Closing,Boozie’s Bar & Grill in Davenport closing for up to 6 months - MSN,https://www.msn.com/en-us/news/other/boozie-s-bar-grill-in-davenport-closing-for-up-to-6-months/ar-AA1J4Qbi?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-07-02 10:52:53+00:00,Boozie’s Bar & Grill in Davenport closing for up to 6 months MSN,2026-07-04
Shake Shack,Opening,Shake Shack to Open New London Bridge Location This Summer - Hospitality & Catering News,https://www.hospitalityandcateringnews.com/2026/07/shake-shack-to-open-new-london-bridge-location-this-summer/,2026-07-02 10:29:37+00:00,Shake Shack to Open New London Bridge Location This Summer Hospitality & Catering News,2026-07-04
Shake Shack,Opening,1st-ever Shake Shack on East End hosts grand opening at Tanger in Riverhead Tuesday - MSN,https://www.msn.com/en-us/foodanddrink/foodnews/1st-ever-shake-shack-on-east-end-hosts-grand-opening-at-tanger-in-riverhead-tuesday/ar-AA26ZYjR?apiversion=v2&domshim=1&noservercache=1&noservertelemetry=1&batchservertelemetry=1&renderwebcomponents=1&wcseo=1,2026-07-02 10:28:28+00:00,1st-ever Shake Shack on East End hosts grand opening at Tanger in Riverhead Tuesday MSN,2026-07-04
Regency Furniture,Closing,Southern Maryland Fireworks Displays Set for Fourth of July Weekend 2026 - Southern Maryland News Net,https://smnewsnet.com/archives/561967/southern-maryland-fireworks-displays-set-for-fourth-of-july-weekend/,2026-07-02 10:26:31+00:00,Southern Maryland Fireworks Displays Set for Fourth of July Weekend 2026 Southern Maryland News Net,2026-07-04
Lupe Tortilla,Opening,Lupe Tortilla Mexican Restaurant now open in Kingwood - Community Impact,https://communityimpact.com/lake-houston-humble-kingwood/dining/lupe-tortilla-mexican-restaurant-now-open-in-kingwood,2026-07-02 09:32:21+00:00,Lupe Tortilla Mexican Restaurant now open in Kingwood Community Impact,2026-07-04
Einstein Bros Bagels,Opening,Einstein Bros. Bagels to Open 300-Plus Stores by 2030 - Retail & Leisure International,https://www.rli.uk.com/einstein-bros-bagels-to-open-300-plus-stores-by-2030/,2026-07-02 09:29:37+00:00,Einstein Bros. Bagels to Open 300-Plus Stores by 2030 Retail & Leisure International,2026-07-04
Outback Steakhouse,Opening,Outback Steakhouse permanently closes Humble location - Community Impact,https://communityimpact.com/lake-houston-humble-kingwood/dining/outback-steakhouse-permanently-closes-humble-location,2026-07-02 09:20:20+00:00,Outback Steakhouse permanently closes Humble location Community Impact,2026-07-04
Long John Silver's,Opening,Long John Silver’s announces new Lufkin location opening in 2027 - AOL.com,https://www.aol.com/news/long-john-silver-announces-lufkin-005236922.html,2026-07-02 09:17:59+00:00,Long John Silver’s announces new Lufkin location opening in 2027 AOL.com,2026-07-04
Country Kitchen,Closing,A French Provincial House Outside of Charlottesville Charms With Blue Shutters and Blue Ridge Mountain Views - Mansion Global,https://www.mansionglobal.com/articles/a-french-provincial-house-outside-of-charlottesville-charms-with-blue-shutters-and-blue-ridge-mountain-views-e6c1c7cc,2026-07-02 09:01:15+00:00,A French Provincial House Outside of Charlottesville Charms With Blue Shutters and Blue Ridge Mountain Views Mansion Global,2026-07-04
Gap,Closing,How AI Is Closing the Gap Between IT Backlogs and Business Demand - The AI Journal,https://aijourn.com/how-ai-is-closing-the-gap-between-it-backlogs-and-business-demand/,2026-07-02 07:51:14+00:00,How AI Is Closing the Gap Between IT Backlogs and Business Demand The AI Journal,2026-07-04
Gap,Closing,Why “Why” Matters: Closing the Gap Between Evidence and Practice in Infection Prevention - Infection Control Today,https://www.infectioncontroltoday.com/view/why-why-matters-closing-gap-between-evidence-practice-infection-prevention,2026-07-02 07:00:00+00:00,Why “Why” Matters: Closing the Gap Between Evidence and Practice in Infection Prevention Infection Control Today,2026-07-04
Associated Bank,Opening,11 Best Checking Accounts of July 2026 - NerdWallet,https://www.nerdwallet.com/banking/best/checking-accounts,2026-07-02 07:00:00+00:00,11 Best Checking Accounts of July 2026 NerdWallet,2026-07-04
First Bank,Opening,11 Best Checking Accounts of July 2026 - NerdWallet,https://www.nerdwallet.com/banking/best/checking-accounts,2026-07-02 07:00:00+00:00,11 Best Checking Accounts of July 2026 NerdWallet,2026-07-04
Bank of America,Opening,11 Best Checking Accounts of July 2026 - NerdWallet,https://www.nerdwallet.com/banking/best/checking-accounts,2026-07-02 07:00:00+00:00,11 Best Checking Accounts of July 2026 NerdWallet,2026-07-04
Stir,Closing,Prince William and Kate to skip Swift–Kelce wedding - MSN,http://www.msn.com/en-us/entertainment/news/street-closures-stir-backlash-ahead-of-rumored-swift-kelce-wedding/ss-AA26XQd3,2026-07-02 05:45:18+00:00,Prince William and Kate to skip Swift–Kelce wedding MSN,2026-07-04
Bass Pro Shops,Opening,Bass Pro Shops coming to San Diego: Here are the details - fox5sandiego.com,https://fox5sandiego.com/news/local-news/bass-pro-shops-la-mesa/,2026-07-02 05:22:02+00:00,Bass Pro Shops coming to San Diego: Here are the details fox5sandiego.com,2026-07-04
Olive Garden,Opening,Recipe opens first Ontario Olive Garden as part of national expansion plan - retail-insider.com,https://retail-insider.com/retail-insider/2026/07/recipe-opens-first-ontario-olive-garden-as-part-of-national-expansion-plan/,2026-07-02 05:00:00+00:00,Recipe opens first Ontario Olive Garden as part of national expansion plan retail-insider.com,2026-07-04
Shake Shack,Opening,Shake Shack to debut Hawaii location at Ala Moana in 2027 - KHON2,https://www.khon2.com/local-news/shake-shack-hawaii-opening/,2026-07-02 04:41:14+00:00,Shake Shack to debut Hawaii location at Ala Moana in 2027 KHON2,2026-07-04
Einstein Bros Bagels,Closing,From construction to closing: Check out the newest San Marcos business updates - Community Impact,https://communityimpact.com/san-marcos-buda-kyle/business/from-construction-to-closing-check-out-the-newest-san-marcos-business-updates,2026-07-02 04:35:47+00:00,From construction to closing: Check out the newest San Marcos business updates Community Impact,2026-07-04
Rooms To Go,Closing,From construction to closing: Check out the newest San Marcos business updates - Community Impact,https://communityimpact.com/san-marcos-buda-kyle/business/from-construction-to-closing-check-out-the-newest-san-marcos-business-updates,2026-07-02 04:35:47+00:00,From construction to closing: Check out the newest San Marcos business updates Community Impact,2026-07-04
MOD Pizza,Opening,2021 review: First Houston-area Costco Business Center announced; Missouri City breaks ground on Fort Bend Town Center II and 8 more top stories from Sugar Land and Missouri City - Community Impact,https://communityimpact.com/sugar-land-missouri-city/city-county/2021-review-first-houston-area-costco-business-center-announced-missouri-city-breaks-ground-on-fort-bend-town-center-ii-and-8-more-top-stories-from-sugar-land-and-missouri-city/,2026-07-02 03:38:26+00:00,2021 review: First Houston-area Costco Business Center announced; Missouri City breaks ground on Fort Bend Town Center II and 8 more top stories from Sugar Land and Missouri City Community Impact,2026-07-04
Einstein Bros Bagels,Opening,Einstein Bros. Bagels officials celebrate late March opening in Humble - Community Impact,https://communityimpact.com/lake-houston-humble-kingwood/dining/einstein-bros-bagels-officials-celebrate-late-march-opening-in-humble/,2026-07-02 02:51:11+00:00,Einstein Bros. Bagels officials celebrate late March opening in Humble Community Impact,2026-07-04
Blo Blow Dry Bar,Opening,Blo Blow Dry Bar Coming to Phoenix in 2027 - WhatNow,https://whatnow.com/phoenix/retail/blo-blow-dry-bar-coming-to-phoenix-in-2027/,2026-07-02 02:33:09+00:00,Blo Blow Dry Bar Coming to Phoenix in 2027 WhatNow,2026-07-04
WingStop,Opening,Landsea Homes breaks ground on townhomes in Round Rock's Avery Centre development - Community Impact,https://communityimpact.com/round-rock/real-estate/landsea-homes-breaks-ground-on-townhomes-in-round-rocks-avery-centre/,2026-07-02 02:05:27+00:00,Landsea Homes breaks ground on townhomes in Round Rock's Avery Centre development Community Impact,2026-07-04
HSBC Bank USA,Opening,"HSBC Premier Checking Account: Earn up to $5,000 for a limited time - Fortune",https://fortune.com/article/hsbc-premier-checking-bonus/,2026-07-02 01:08:59+00:00,"HSBC Premier Checking Account: Earn up to $5,000 for a limited time Fortune",2026-07-04
Sharkey's Cuts for Kids,Opening,"5 new restaurants, 2 new gyms and more: 18 business updates for Lake Travis, Westlake - Community Impact",https://communityimpact.com/lake-travis-westlake/dining/5-new-restaurants-2-new-gyms-and-more-18-business-updates-for-lake-travis-westlake,2026-07-02 01:06:06+00:00,"5 new restaurants, 2 new gyms and more: 18 business updates for Lake Travis, Westlake Community Impact",2026-07-04
Gap,Closing,"Closing The AI Execution Gap: Firms Risk Revenue, Talent And Trust - FutureIOT",https://futureiot.tech/closing-the-ai-execution-gap-firms-risk-revenue-talent-and-trust/,2026-07-02 01:00:00+00:00,"Closing The AI Execution Gap: Firms Risk Revenue, Talent And Trust FutureIOT",2026-07-04
Long John Silver's,Opening,Long John Silver’s announces new Lufkin location opening in 2027 - Yahoo,https://www.yahoo.com/news/us/articles/long-john-silver-announces-lufkin-005236601.html,2026-07-02 00:52:00+00:00,Long John Silver’s announces new Lufkin location opening in 2027 Yahoo,2026-07-04
Winn Dixie,Opening,How much longer before ALDI opens in Immokalee's food desert? What to know - Naples Daily News,https://www.naplesnews.com/story/news/local/2026/07/01/immokalee-florida-aldi-to-open-by-the-end-of-summer/90646565007/,2026-07-02 00:51:00+00:00,How much longer before ALDI opens in Immokalee's food desert? What to know Naples Daily News,2026-07-04
Olive Garden,Opening,Olive Garden to open first Missouri City location April 10 - Community Impact,https://communityimpact.com/sugar-land-missouri-city/dining/olive-garden-to-open-first-missouri-city-location-april-10/,2026-07-02 00:28:48+00:00,Olive Garden to open first Missouri City location April 10 Community Impact,2026-07-04
Kura Sushi,Opening,America's largest revolving sushi chain sets opening for new Texas outpost - MySA,https://www.mysanantonio.com/food/article/kura-sushi-south-austin-opening-22328408.php,2026-07-02 00:10:04+00:00,America's largest revolving sushi chain sets opening for new Texas outpost MySA,2026-07-04
